tweet_id,label,tweet_text
1.36627e+18,2,heartiest congratulations sir always lead front yes taken vaccine turn actually came take advantage position took vaccine earlier turn covaxin aatmanirbharbharat indiafightscorona
1.37942e+18,2,americafirst matter people 3rd world countries die covid19 mutations like flies moderna johnsonandjohnson remain usa nothing changed
1.37377e+18,2,guidofawkes perhaps trial run new ranger regt tier 2 recover 15 million doses oxfordastrazeneca
1.37719e+18,2,us germany lead rampd funding covid astrazeneca pfizer moderna uk
1.37e+18,2,russia restrict twitter failure remove banned content rollsroyce reports £4bn loss pandemic shakes jetengine maker spains zendal may produce sputnikv vaccine big techs battle fight pandemic misinformation eu isnt enough
1.38185e+18,3,india approved use russian sputnikv covid19 vaccine russian direct investment fund rdif said monday covid19 covidvaccine omanobserver oman
1.36736e+18,2,omarchughtai update sputnik coronavirus coronavirusvaccine sputnikv
1.38185e+18,3,india gets 3rd covid19 vaccine dcgi today approved sputnikv vaccine emergency use making third covid19 vaccine registered india
1.38239e+18,3,got first moderna shot today
1.36641e+18,2,two days tylenol later feeling much better today moderna
1.38344e+18,3,got first dose moderna vaccine
1.37065e+18,2,nostalgic lebanese bros remember old lebanese tv ad choubattaritak get singing day long sinovac rayovac
1.37181e+18,2,indias defense budget 100 billion pakistans budget 11 billion enemy stronger teach children weapons missiles useless lets kill enemy slingshot think wisely everything happen existsinopharm
1.36701e+18,2,answers r 1 fake 2 fake 3 fake lootttttoooooooo play myntra bigcitygreens covaxin faug pubgmobileindia flipkart paytmholi paytmkaro
1.37374e+18,3,guess got vaccinated moderna shot 1 2 vaccinessavelives covidvaccine
1.36625e+18,2,india gears jab india todays journoashutosh shares ground report gurugram drive taking place itvideo coronavaccines covaxin covishield
1.34752e+18,2,pfizerbiontech moderna astrazeneca vaccines could rolled early next year asked experts explain key differences could first reach lowincome countries trfstories also recommend
1.36474e+18,2,anitaoakville pm justintrudeau confirms exceed promise 2m moderna doses 1st quarter updated vaccine deliveries moderna week march 8th 460k moderna week march 22nd 840k moderna cdnpoli
1.35128e+18,2,5g enabled bobcat beep boop pfizerbiontech
1.3618e+18,2,financialtimes sure bc darpa funding development implantable biochipthe chip able deploy experimental new vaccine developed jointly moderna us govt could change human dna able reprogram mrna aka m
1.37324e+18,2,koachkelly68 parkrunuk mine morning oxfordastrazeneca jab apart slightly sore arm im feeling fine
1.37107e+18,2,mayoclinic sick days 2nd shot moderna shot fever body aches headaches whole body sore
1.37648e+18,2,china saturday reported administered 100 million doses covid19 vaccine far across country read vaccine sinovac sinopharm
1.36624e+18,2,pm modi gets coronavirus vaccine second phase inoculation begins india hw english aiims covaxin featured pmmodi
1.3759e+18,2,eating alone today doug ford trudeau toronto ontario canada forced stay home lockdown family business church hope life mentalhealth order russia sputnikv get syria covid19 spring healthcare
1.38481e+18,3,mom finally got 2nd dose sinopharm vaccine vaccination process complete shell quarantine another 2 weeks develop lifetime antibodies side effects far get vaccinated follow sops thank china covidvaccine covid19 pakistan
1.34813e+18,3,buckle buttercup second pfizerbiontech dose bear misgivings mild side effects first dose alleviated sure beats real thing though covid19 vumchealth
1.36714e+18,3,ottawacitizen voice us hedge fund mentioned sputnikv like rest canadian media never asked trudeau canada order safe cheap effective sputnikv
1.37402e+18,2,pakned43 bbhuttozardari opposition raise issue voice heard sindh also importing sputnikv chinese vaccine given free better idea plz speak
1.35008e+18,3,look got pfizerbiontech covidvaccine socialresponsibility spaceballs
1.37901e+18,3,parents took second dose covaxin today smooth process turnaround time 2 hours cant thank healthcare professionals enough
1.34888e+18,2,simple video comparing 3 covid vaccines currently available uk three covid19 vaccines pfizerbiontech uni oxford amp astrazeneca moderna covidvaccination covidvaccine pfizerbiontech oxfordastrazeneca moderna
1.37189e+18,2,24 hrs 2nd moderna shot feel good 2 hrs shot fatigued little brain fog cough fever chills woke today feeling ok arm sore small skin rashreaction around injection slight headache amp brain fog offon im good vax
1.37385e+18,2,dixiebootsnwine plan along gates eugenics worldeconomicforum klausschwab cdc nih niaid fauci bigpharma moderna covid19 covid19 covid19vaccine
1.38272e+18,2,californians 16 eligible covid19 vaccine april 15 2021 get vaccinatedpart 2 vaccine covid19 covidvacccine covid19 coronaviruspandemic coronavirus pfizer moderna johnsonandjohnson getvaccinated
1.36476e+18,3,incredibly grateful yvfwc miramar health clinic pasco prioritizing educators despite state denial need waiting room felt like districtwide plc edchat pln covid19 moderna notthrowingawaymyshot
1.38329e+18,2,biovaccines current production 1 crore dosesmonth covaxin vaccine capacity doubled mayjune 2021 amp increased nearly 67 fold 67 crore vaccine doses july  august 2021 via biovoicenews bharatbiotech
1.35923e+18,2,left house 8° weather crazy slick roads got stuck arm second moderna vaccine vaccine
1.38004e+18,2,covaxin generally medicine used cure illness first time used get vote names
1.3806e+18,2,vaccine tracker covid19 share injection region moderna italy uptodate vaccini moderna covid19
1.37277e+18,2,wealth morning mar19th2021 headline pakistan received chinese donation 500000 doses sinopharm vaccine bringing countrys total supply 1 million shots health minister faisal sultan said
1.3809e+18,3,johntory embarrassing moscow russia everything open business usual ontario canada reporting 3813 cases covid19 973 new cases toronto lockdown closed business church family hope mentalhealth canada get syria sputnikv 916
1.37851e+18,2,2nd covid vaccine done covidvaccination2021 covidvaccineday moderna 2nddose
1.35956e+18,2,russias coronavirus death toll rises 78134 russia moscow coronavac sputnikv
1.38189e+18,2,breaking big vaccine update approving sputnikv foreign vaccines lively given emergency use authorization indiagovt looking expand basket vaccines order ramp vaccinationdrive 1n vaccineshortage vaccinateeveryindian
1.38089e+18,2,ok feeling arm soreness today bad still feel tired normal dealing nasal issues think thats due allergies anything awful noticeable hoping second one easier moderna
1.35829e+18,2,thelancet article hugely boosted sputnikv sputnikvaccine vaccine image eu already witnessing race procure approved ema produce well germany austria slovakia shown interest domesticall
1.37209e+18,2,mailonline moderna starts covid19 vaccine trials sixmonthold babies 2017 ted talk cmo moderna therapeutics tal zaks rewriting genetic code mrna injections hacking software life
1.37725e+18,3,side effects refined oils alcohol amp smoke vaccine nobody questions side effects got vaccinated covaxin yesterday slight fatigue amp pain like would get vaccine eligiblego ahead icmrdelhi
1.36271e+18,3,got second moderna vaccine yesterday feeling like got run truck today however im grateful worthit fullyvaccinated thankful
1.37772e+18,2,call fauciouchie surely anyone gets moderna right call dolly dose wear bandaid covered rhinestones dollysose moderna dontthrowawayyourshot
1.38279e+18,3,cp24 canada forced stay home home lockdown family business school drug abuse violence unemployment hope life government denies us safe available russia sputnik v vaccine covid19 mentalhealth jesus
1.37329e+18,3,happy say received first dose moderna vaccine 4 months go second covid19 vaccinated
1.38198e+18,2,ok got sick second injection happen moderna phizer jabtobeatcorona vaccine
1.3603e+18,2,india supplies 23 million covid19 vaccines 20 countries indiablooms first portal digital news management coronavirusvaccine covid19 covaxin astrazeneca covishieldvaccine
1.35889e+18,3,fordnation doug ford trudeau ask russia produce sputnikv vaccine 916 effective covid19 ontario canada extend draconian lockdown destroy family business church life school forcing stay home mentalhealth
1.37207e+18,2,got vaccine three fiddy anyone wants moderna covid19
1.34055e+18,1,watch nurse faints getting pfizerbiontechs covid19 vaccine us pfizervaccine pfizerbiontech covid19 coronavirus vaccine india vaccineswork
1.35343e+18,3,got first dose pfizerbiontech covid19 coronavirusvaccine yesterday side effects last 24 hours slightly achy arm antibody test day showed zero antisars2cov antibodies lets see many weeks
1.36573e+18,3,dr daniel chirundu said took sinopharm vaccine protect works clients vaccination also served cue action among subordinates others demanding
1.38505e+18,2,theyre back doesnt matter views im sure relate way laughterisgoodforthesoul covid19 vaccine lol comedy acting actor actress actorlife skit pzifer moderna johnsonandjohnson
1.38194e+18,2,kenya authorized sputnikv good news
1.37193e+18,2,moderna trial ends 2023 astrazenica trial ends 2023 pfizer trial ends 2023 personal life insurance invalid holiday insurance invalid want cheese lab rat
1.36002e+18,2,biden administration finalizes deal 200 million vaccine doses pfizer moderna
1.36575e+18,1,russian woman mrna sputnikv sick terrified
1.36533e+18,2,moderna launches clinical trials test new vaccine designed combat covid19 variants covidvaccine moderna staysafe
1.38264e+18,1,yesterday decided test antibodies dont looks like vax either didnt work didnt last test result today 139 anything 15 positive also 3rd shots offered oh well sinopharm
1.34063e+18,1,pfizerbiontech vaccine leaky doesnt stop transmission vaccinated people might shed virus result could variant covid19 spreads result lack natural immunity lockdowns
1.37424e+18,2,slept pretty much two days covidvaccine thought id resync body clock staying night 4 hours zacksnydersjusticeleague seeing trailer riverhunters ive watched entire first series oxfordastrazeneca
1.36315e+18,2,pauliepaulie british jab british people oxfordastrazeneca okay made belgium says oxford title dammit
1.38123e+18,1,got secondvaccination yesterday amp feel awful vaccinated covidvaccine moderna
1.38232e+18,2,pregnant person getting moderna covidvaccine today anyone know official studies enter covid19 covid coronavirus coronavaccine modernatx
1.37369e+18,3,getting moderna vax today worried side effects excited part stop damn spread covid19 january recommend
1.38208e+18,3,moderna says new data shows covid vaccine 90 effective virus six months second shot
1.36621e+18,2,covaxin pm
1.37006e+18,2,ammumaanu poopoonga im mistaken phase 3 data covaxin public
1.36227e+18,3,hongkong fast tracks chinas sinovac vaccine approval pandemic
1.37238e+18,2,ndtv despite highest recovery rate rest world vaccines covishield covaxin invented administerd war footing much fanfare situation still alarmingmeans vaccines efficacious contain coronavirus al
1.38121e+18,2,sputnikv lockdown aespa cancelboardexam2021 cryptocurrency dogecoin ethereum elonmusk eurovision enhypen fearlesstaylorsversion grandnational heysayjump houseoffamegr jasminbhasin kkrvssrh horoscope english
1.36021e+18,2,2nd moderna shot yesterday today anticipation possible negative side effects decided sending k daycare good idea dh made feel guilty sending dont know means ugh im going back bed
1.38156e+18,2,approved sputnikv third covid19 vaccine available india
1.38281e+18,2,addition darpa funds moderna us defense advanced research projects agency focused ai technology national security us military fund experimental injection millions humans
1.37099e+18,2,bahrains ministry health receives 300000 doses chinese covid19 sinopharm vaccine
1.38257e+18,2,coronavirus cases surpass 1382 mn globally us tally tops 314 mn drtedros potus un antonioguterres coronaviruspandemic covid19 us brazil turkey mexico sputnikv read
1.3849e+18,2,posted weekly covid swab vaccine trials beautiful afternoon sunshine blossom beautifulday oxfordastrazeneca vaccine trials astrazenecavaccine vaccinetrials
1.36023e+18,2,dare begin feel bit relief presbiden covid19 vaccines moderna pfizer
1.3472e+18,2,vday today flat eric gets covid19 vaccine today vaccinations coronavirus pfizerbiontech modernavaccine stayhome staysafestayhealthy anderhalvemetersamenleving vday sideeffects pain photooftheday healtcare diederikgommers ikdoemee photoblogger health
1.3818e+18,2,jakarta 134 siti nadia tarmizi spokesperson indonesias covid19 vaccine programme said found chinese vaccines met requirements 50 effective noted clinical trials sinovac indonesia showed 65 effective
1.38147e+18,3,speakupforvaccinesforall people want covaxin demand amitshah modi rally coronavirus covid19
1.38489e+18,3,indias indigenously developed covaxin jab 78 effective covid19 trials maker bharat biotech says 
1.35308e+18,3,getting ready roll sleeve dose 2 pfizerbiontech covidvaccine grhospitalkw monday feeling grateful rescheduled appt delayed days proudtoworkat schlegelvillage
1.38117e+18,2,stalinsachin adeshbakth every time read stories im tempted ask vote kisko diya tha know mean okay mean newindia pertinent question imo covid covid19 covaxin
1.36666e+18,2,esadegeo daily digest javiersolanas blog sarkozy sentenced 3 years prison slovakia buys 2 million sputnikv doses potus amlo meet migration indiapakistan ceasefire
1.3844e+18,2,remdesivir arranged bjp govt get news featured use indiapostusa anthonyfauci coronapatients coronavaccinenews coronavaccineupdates covaxiupdates covaxin covid19lockdown drharshvardhan fadnavis health healthcare
1.38202e+18,3,1st shot done cichealth gillettestadium cichealth covidvacccine thisisourshot moderna
1.3816e+18,1,pfizer moderna coronavaccine vaccination get cancer
1.35442e+18,2,toryboypierce pfizer actually french done acknowledge vaccine wouldnt ready end 2021 turned facilities production pfizerbiontech vaccine
1.37231e+18,3,shot 1 thank kaiserpermanente moderna dollyparton
1.37287e+18,3,vaccinated morning moscow sputnikv vaccination covid19 online registration next day queue organized process done 15 mns everything free happy russia sputnikv russia atsal2021
1.37357e+18,2,often mentionened western swiss media sputnikv used russian propaganda like srf app never call pfizerbiontech moderna american propaganda astrazeneca british one vaccines
1.376e+18,2,despite india brink severe second wave even consider covidvaccine none trustworthy yet would definitely taken one genuine chinavirus chinesevirus chinesebioterrorism ccpvirus covaxin covidshield
1.38245e+18,2,bet scientists created vaccines males forgot almost women breasts armpit lymph nodes ovaries uterus birth control periods single thought women pathetic wake gentlemen johnsonandjohnson pfizer moderna
1.37267e+18,3,let see mutant powers get vaccine moderna cvs thank saving future lives may become safer smarter healthier better humans getvaccinated
1.3741e+18,2,first dose moderna covid vaccine done feel fine far moderna covidvaccine covid
1.38002e+18,2,pm narendramodi takes second dose covaxin aiims morning took first shot 1st march
1.38522e+18,2,going moderna 2 today covid19vaccine fastenseatbelts raiseseatstouprightposition storetraytables
1.36382e+18,3,huffpostukpol wheres sputnikv 92 successrate pfizer 0 deaths
1.3737e+18,2,sundayvibes eating alone doug ford trudeau toronto ontario canada forced stay home lockdown family business church hope life mentalhealthmatters order russia sputnikv get syria covid19 spring
1.37118e+18,3,48 hours moderna dose 1 im feeling great almost arm soreness regained taste energy feathers grew nice addition im kidding anyone questions dms open please get shot soon possible
1.3827e+18,1,second dose moderna kicking ass arm hurts like hell fever sweats headache teeth pain nausea fun covid19vaccination
1.37146e+18,3,1st round covid19vaccines done thank volunteers health personnel course pfizerbiontech
1.37165e+18,3,covid19 vaccine developed chinas sinopharm approved emergency use maldives maldives food drug administration mfda announced monday afternoon
1.37956e+18,3,first covid19 vaccine done sore hopeful summer fellowship family hugs moderna
1.37962e+18,2,pakistan may give third dose sinopharm coronavirus vaccine elderly later fslsltn third dose sinopharm coronavirus vaccine may administered elderly uae started giving third shot doctors said two doses produced low immunity
1.35412e+18,2,one exclassmates shared side effects experiencing 26 jan 1st jab pfizerbiontech 25th also corresponded amp learnt healthcare workers felt soreness arms amp pain gets severe night covidvaccine
1.3766e+18,3,ready covid19 sinovac strawberrynails
1.38415e+18,3,vaccinated one step closer herd immunity perfect organization vaccination center friendly reception lot space clear separation visitors thankyou grateful vaccinated brussels moderna getvaccinated
1.36711e+18,2,rshivshankar along covaxin lets give try ageold ayurvedic miracle drug honey well
1.38486e+18,2,bharatbiotech ramped manufacturing capacity covid19 vaccine covaxin 700 million doses per annum india coronavirus covidvaccine theweek theweeklive
1.37023e+18,2,received 2nd dose moderna armissore celebrated e 18 yearsand dad 88 yearstonight watching big 12 tournament three months journeyat55
1.36234e+18,2,vp chiwenga gets covid19 jab sinopharm opencovidcontracts watch openparlyzw facebook
1.38426e+18,3,johntory embarrassing moscow russia everything open business usual ontario reporting 4447 cases covid19 1299 new cases toronto lockdown closed business church family hope mentalhealth canada get syria sputnikv 916 effec
1.38062e+18,2,covid19 putnamcounty announced special moderna covid19 vaccination clinic held garrison week eligible receive vaccine dailyvoice
1.38255e+18,2,moderna hopes covidbooster vaccine ready fall ceo says cnbc vaccines covid19 pandemic
1.37286e+18,2,consignment 200000 doses covaxin® lands island nation mauritius unified attempt free world covid19 goes strong bharatbiotech covaxin vaccinemaitri covaxinvaccine premiabiotech covishield premiameds premiaholdings
1.36395e+18,3,accepted price lives loyal selfimposed rules eu 1000 dead 10 000 deaths governments eu loyal eu people solution simple use sputnik v save lives sputnikv
1.36711e+18,3,bharatbiotechs covaxin 81 pc efficient phase 3 trials
1.37073e+18,2,public healthis contributory service got first dose covaxin covid19vaccine scheme govt indiathankful staffs kimspbmh grandson dransumankar making smooth effortless arrangement narendramodi naveenodisha achyutasamanta
1.34246e+18,1,drmadej lethal injection pfizerbiontech pfizercovidvaccine potassiumchloride lethalinjection
1.37556e+18,2,mostly sinovac inactivated covidvaccine alum adjuvant original straingood luck relying get crisis
1.37322e+18,3,uae administered 72m total doses total 80 chinese sinopharm vaccine administered 86 efficiency rate side effects reported prime minister imran khan 1st jab od sinoparhm also
1.38382e+18,2,good news ahead oxfordastrazeneca vaccine coronavirus
1.36025e+18,3,trust moderna everyone
1.37535e+18,2,sri lanka look clear outstanding issues manufacturer chinas sinopharm vaccine stocks arrive next week government said today read full story via colombogazette srilanka lka sinopharm vaccine
1.38308e+18,2,abundance caution appears covid19 phrase replaced trying challengingdifficultstressful times pandemic coronavirus vaccine pfizer moderna johnsonandjohnson astrazeneca
1.36689e+18,3,vaccine vaccine vaccine vaccineeeeee thank one amp dollyparton huge contributor moderna vaccine keeping us safe year love dolly repost dollyparton
1.38162e+18,2,globaltimesnews keep spreading ccp propaganda chinas media zero trusty worthwell challenge every single lies freetibet freehk xijinping chinesevirus holdchinaaccountable boycottsinovac boycottsinopharm covaxin covishield chinaliedp
1.37085e+18,2,dr fauci chooses pfizer moderna johnson amp johnson jampj vaccines colbert  fauci vaccine
1.37166e+18,2,got 2nd moderna shot last week im like
1.38089e+18,3,got vaccine thank science everyone hand moderna vaccinated modernatx
1.36627e+18,2,sister p niveda feel like film celebrity administered vaccine pm jab met covaxin lamejoke
1.36675e+18,2,first death case hong kong chinesemade covid19 vaccine hk hongkong sinovac sinovacbiotech chinesevirus wuhanvirus chinamade chinaliedpeopledie covid19 vaccine chinavirusmadeinchina coronavirus
1.35991e+18,3,barely kept cool head morning ocgn saw 9 ticker kept cool stayed calm 28 240 later covaxin got approved us adopts get vaccines faster stock limit clsn could see similar movement
1.37205e+18,1,order help hongkong govt advertise chinamade coronavirus vaccine sinovac group frontline medical workers took shots one nurse developed severe reaction including serious headaches muscle joint pain could barely walk
1.36271e+18,2,algeria launch production russia s sputnikv covid19 vaccine 6 months via nairobistar
1.38004e+18,3,pragyalive power covishield covaxin samacharbharat
1.37623e+18,2,symptoms update head feels bit arm feels heavy aching yet 1900 oxfordastrazeneca vaccine
1.38232e+18,3,moderna says new data shows covid vaccine 90 effective virus six months second shot
1.38487e+18,2,covaxin® demonstrated overall clinical efficacy 78 efficacy 100 severe covid19 disease phase 3 efficacy analysis vaccineefficacy covaxin bharatbiotech
1.3791e+18,2,prepared moderna reaction 36 hours injection dont great prepared theview
1.36628e+18,2,astrazeneca plc sold 77 stake american pharmaceutical biotechnology company moderna inc 1 billion shares soared back coronavirus vaccine breakthrough
1.38164e+18,3,anupsoans sputnikv got clearance today think itll available vaccination drreddys
1.36902e+18,3,vaccinatevirginia 1st dose moderna done covid19 covidvaccine thank loudounfire shot arm loudouncogovt
1.38061e+18,3,cphocanada embarrassing moscow russia everything open business usual ontario canada reporting 3295 cases covid19 933 new cases toronto lockdown closed business church family hope mentalhealth canada get syria sputnikv 91
1.36032e+18,3,montenegro saint vincent grenadines joining sputnik v includes 26 countries placing sputnik v among top3 covid19 vaccines authorizations given globally sputnikv globally recognized one best vaccines covid19
1.38478e+18,2,bharat biotechs vindication heartening covaxin bharatbiotech
1.38492e+18,2,johntory epdevilla chiefpeggtfs canada politicizing covid19 laboratorios richmond launched production sputnikv argentina first country latin america manufacture sputnik v ontario producing russia vaccination lockdown cd
1.36802e+18,2,side effects far 6 hours sore arm slight headache moodiness oh woopsie think moody part lady problems side effect vaccination moderna womenproblems
1.37708e+18,2,10 hours moderna shot experiencing pleasant sense physical relaxation like cannabis body high may psychosomatic quite tasty
1.37024e+18,2,vaccination drive open covid19 covidvaccine covid19vaccination covaxin
1.37151e+18,2,chennaicorp know centers provides covaxin chennai
1.36987e+18,2,iran set receive covaxin covid19 vaccines today
1.37208e+18,3,fantastic explanation oxfordastrazeneca vaccine cause clots teamhalo
1.38196e+18,3,people think side effects moderna vaccine bad important get covid19 picture get vaccinated turn
1.38483e+18,2,confirm 2nd moderna shot leaves arm much sorer 1st possible vaccine reactions indistinguishable 58yo woman moderna covidvaccine thankyouscience
1.37639e+18,2,ndtv vaccine corona spreading vaccine modi ji took fake make us fools covaxin covidvaccine vaccine coronavirus covid19 coronavirusupdates staysafe
1.37965e+18,2,somewhere someones gonna name baby moderna arent
1.35971e+18,3,chuckgrassley agreed charles something bold normalize relations w russia  release economic sanctions  reestablish bilateral cooperation  two super powers stop covid19 sputnikv works  fear amp  destroys
1.33941e+18,1,health worker alaska severe reaction pfizer vaccine coronavirusde uklockdown pfizervaccine coronavirusvaccine covidvaccine pfizer biontech pfizerbiontech
1.38351e+18,3,hello dear fintwit family got covid19 vaccine first dose today moderna invested mrna
1.38078e+18,3,amid te ongoing third wave covid19 pandemic drug regulatory authority pakistan drap approved chinas sinovac vaccine virus emergency use pakistan coronavirusvaccine vaccine
1.38343e+18,2,covid19 shot 2 books moderna vaccine
